mass,spec5,spec10
5.9220356941223145,0,0
5.923745155334473,0,0
5.925454139709473,0,0
5.927163600921631,0,0
5.928873538970947,0,0
5.930583477020264,0,0
5.93229341506958,0,0
5.934003829956055,0,0
5.9357147216796875,0,0
5.93742561340332,0,0
5.939136981964111,0,0
5.940848350524902,0,0
5.942560195922852,0,0
5.944272041320801,0,0
5.945984363555908,0,0
5.947696685791016,0,0
5.949409484863281,0,0
5.951122283935547,0,0
5.952835559844971,0,0
5.9545488357543945,0,0
5.956262588500977,0,0
5.957976341247559,0,0
5.959690570831299,0,0
5.961405277252197,0,0
5.963119983673096,0,0
5.964834690093994,0,0
5.966549873352051,0,0
5.968265056610107,0,0
5.969980716705322,0,0
5.971696853637695,0,0
5.973412990570068,0,0
5.975129127502441,0,0
5.976845741271973,0,0
5.978562831878662,0,0
5.980279922485352,0,0
5.981997489929199,0,0
5.983715057373047,0,0
5.9854326248168945,0,0
5.987151145935059,0,0
5.9888691902160645,0,0
5.9905877113342285,0,0
5.992306709289551,0,0
5.994025707244873,0,0
5.9957451820373535,0,0
5.997464656829834,0,0
5.999184608459473,0,0
6.000904560089111,0,0
6.002624988555908,0,0
6.004345893859863,0,0
6.00606632232666,0,0
6.007787704467773,0,0
6.009509086608887,0,0
6.01123046875,0,0
6.0129523277282715,0,0
6.014674186706543,0,0
6.016396522521973,0,0
6.0181193351745605,0,0
6.019842147827148,0,0
6.021564960479736,0,0
6.023288249969482,0,0
6.025012016296387,0,0
6.026735782623291,0,0
6.028459548950195,0,0
6.030183792114258,0,0
6.0319085121154785,0,0
6.033633232116699,0,0
6.035358428955078,0,0
6.037083625793457,0,0
6.038808822631836,0,0
6.040534973144531,0,0
6.042260646820068,0,0
6.043987274169922,0,0
6.045713424682617,0,0
6.047440528869629,0,0
6.049167156219482,0,0
6.050894737243652,0,0
6.052621841430664,0,0
6.054349899291992,0,0
6.05607795715332,0,0
6.057806015014648,0,0
6.059534549713135,0,0
6.061263084411621,0,0
6.062992095947266,0,0
6.06472110748291,0,0
6.066450595855713,0,0
6.068180561065674,0,0
6.069910526275635,0,0
6.071640491485596,0,0
6.073370933532715,0,0
6.075101852416992,0,0
6.0768327713012695,0,0
6.078563690185547,0,0
6.080295085906982,0,0
6.082026958465576,0,0
6.08375883102417,0,0
6.085491180419922,0,0
6.087223529815674,0,0
6.088956356048584,0,0
6.090689182281494,0,0
6.092422008514404,0,0
6.094155788421631,0,0
6.095889091491699,0,0
6.097623348236084,0,0
6.0993571281433105,0,0
6.1010918617248535,0,0
6.102826118469238,0,0
6.1045613288879395,0,0
6.106296539306641,0,0
6.108031749725342,0,0
6.109767436981201,0,0
6.1115031242370605,0,0
6.113239288330078,0,0
6.114975452423096,0,0
6.1167120933532715,0,0
6.1184492111206055,0,0
6.1201863288879395,0,0
6.121923446655273,0,0
6.123661041259766,0,0
6.125399112701416,0,0
6.127137184143066,0,0
6.128875255584717,0,0
6.130613803863525,0,0
6.132352828979492,0,0
6.134091854095459,0,0
6.135831356048584,0,0
6.137570858001709,0,0
6.139310359954834,0,0
6.141050815582275,0,0
6.142790794372559,0,0
6.144531726837158,0,0
6.1462721824646,0,0
6.148013114929199,0,0
6.149754524230957,0,0
6.151495933532715,0,0
6.153237819671631,0,0
6.154980182647705,0,0
6.156722068786621,0,0
6.1584649085998535,0,0
6.160207748413086,0,0
6.161950588226318,0,0
6.163693904876709,0,0
6.1654372215271,0,0
6.167181015014648,0,0
6.1689252853393555,0,0
6.1706695556640625,0,0
6.1724138259887695,0,0
6.174158573150635,0,0
6.175903797149658,0,0
6.177649021148682,0,0
6.179394245147705,0,0
6.181139945983887,0,0
6.182886123657227,0,0
6.184632301330566,0,0
6.186378479003906,0,0
6.1881256103515625,0,0
6.1898722648620605,0,0
6.191619396209717,0,0
6.193367004394531,0,0
6.195114612579346,0,0
6.196862697601318,0,0
6.198610782623291,0,0
6.200359344482422,0,0
6.202107906341553,0,0
6.203856945037842,0,0
6.205605983734131,0,0
6.207355499267578,0,0
6.209105014801025,0,0
6.210855007171631,0,0
6.2126054763793945,0,0
6.214355945587158,0,0
6.216106414794922,0,0
6.217857360839844,0,0
6.219608306884766,0,0
6.221359729766846,0,0
6.223111629486084,0,0
6.224863529205322,0,0
6.2266154289245605,0,0
6.228367805480957,0,0
6.230120658874512,0,0
6.231873512268066,0,0
6.233626365661621,0,0
6.235379695892334,0,0
6.237133502960205,0,0
6.238887310028076,0,0
6.2406415939331055,0,0
6.242395877838135,0,0
6.244150638580322,0,0
6.24590539932251,0,0
6.2476606369018555,0,0
6.249415874481201,0,0
6.251171588897705,0,0
6.252927303314209,0,0
6.254683494567871,0,0
6.256439685821533,0,0
6.2581963539123535,0,0
6.259953022003174,0,0
6.261710166931152,0,0
6.263467311859131,0,0
6.265224933624268,0,0
6.266982555389404,0,0
6.268740653991699,0,0
6.270499229431152,0,0
6.2722578048706055,0,0
6.274016380310059,0,0
6.27577543258667,0,0
6.2775349617004395,0,0
6.279294490814209,0,0
6.2810540199279785,0,0
6.282814025878906,0,0
6.284574508666992,0,0
6.286334991455078,0,0
6.288095951080322,0,0
6.289856910705566,0,0
6.2916178703308105,0,0
6.293379306793213,0,0
6.295141220092773,0,0
6.296903133392334,0,0
6.298665523529053,0,0
6.3004279136657715,0,0
6.302190780639648,0,0
6.303953647613525,0,0
6.3057169914245605,0,0
6.307480335235596,0,0
6.309244155883789,0,0
6.311007976531982,0,0
6.312772274017334,0,0
6.314537048339844,0,0
6.316301345825195,0,0
6.318066596984863,0,0
6.319831848144531,0,0
6.321597099304199,0,0
6.323362827301025,0,0
6.32512903213501,0,0
6.326895236968994,0,0
6.3286614418029785,0,0
6.330428123474121,0,0
6.332195281982422,0,0
6.333962440490723,0,0
6.335729598999023,0,0
6.337497234344482,0,0
6.3392653465271,0,0
6.341033458709717,0,0
6.342802047729492,0,0
6.344570636749268,0,0
6.346339225769043,0,0
6.348108768463135,0,0
6.349877834320068,0,0
6.351647853851318,0,0
6.35341739654541,0,0
6.355187892913818,0,0
6.356957912445068,0,0
6.358728885650635,0,0
6.360499382019043,0,0
6.362270832061768,0,0
6.364042282104492,0,0
6.365813732147217,0,0
6.3675856590271,0,0
6.369357585906982,0,0
6.371129989624023,0,0
6.3729023933410645,0,0
6.374675273895264,0,0
6.376448631286621,0,0
6.3782219886779785,0,0
6.379995346069336,0,0
6.381769180297852,0,0
6.383543491363525,0,0
6.385317802429199,0,0
6.387092113494873,0,0
6.388866901397705,0,0
6.390642166137695,0,0
6.3924174308776855,0,0
6.394193172454834,0,0
6.395968914031982,0,0
6.397745132446289,0,0
6.399521350860596,0,0
6.401297569274902,0,0
6.403074741363525,0,0
6.40485143661499,0,0
6.4066290855407715,0,0
6.4084062576293945,0,0
6.410184383392334,0,0
6.411962032318115,0,0
6.413740634918213,0,0
6.4155192375183105,0,0
6.417297840118408,0,0
6.419076919555664,0,0
6.42085599899292,0,0
6.422635555267334,0,0
6.424415588378906,0,0
6.42619514465332,0,0
6.427975654602051,0,0
6.429756164550781,0,0
6.431536674499512,0,0
6.4333176612854,0,0
6.435099124908447,0,0
6.436880588531494,0,0
6.438662052154541,0,0
6.440444469451904,0,0
6.442226409912109,0,0
6.444008827209473,0,0
6.445791721343994,0,0
6.447574615478516,0,0
6.449357986450195,0,0
6.451141357421875,0,0
6.452924728393555,0,0
6.454709053039551,0,0
6.456492900848389,-0.014810001477599144,0
6.458277702331543,1.0663200616836548,0
6.460062026977539,3.0064303874969482,0
6.461847305297852,0.75531005859375,0
6.463632106781006,0.1826566904783249,0
6.465417861938477,0,0
6.467203617095947,0,0
6.468989372253418,0,0
6.470775604248047,0,0
6.472561836242676,0,0
6.474348545074463,0,0
6.47613525390625,0,0
6.477922439575195,0,0
6.479710102081299,0,0
6.481497764587402,0,0
6.483285427093506,0,0
6.485073566436768,0,0
6.4868621826171875,0,0
6.488650798797607,0,0
6.490439414978027,0,0
6.4922285079956055,0,0
6.494018077850342,0,0
6.495807647705078,0,0
6.497597694396973,0,0
6.499387741088867,0,0
6.501177787780762,0,0
6.502968788146973,0,0
6.504759311676025,0,0
6.5065507888793945,0,0
6.5083417892456055,0,0
6.510133266448975,0,0
6.511925220489502,0,0
6.5137176513671875,0,0
6.515509605407715,0,0
6.517302513122559,0,0
6.519094944000244,0,0
6.520888328552246,0,0
6.522681713104248,0,0
6.52447509765625,0,0
6.52626895904541,0,0
6.52806282043457,0,0
6.529857158660889,0,0
6.531651973724365,0,0
6.533446788787842,0,0
6.535241603851318,0,0
6.537036895751953,0,0
6.538832664489746,0,0
6.540628433227539,0,0
6.542424201965332,0,0
6.544220447540283,0,0
6.546017169952393,0,0
6.547813892364502,0,0
6.549610614776611,0,0
6.551408290863037,0,0
6.553205490112305,0,0
6.5550031661987305,0,0
6.5568013191223145,0,0
6.558599472045898,0,0
6.560398101806641,0,0
6.562196731567383,0,0
6.563995838165283,0,0
6.565794944763184,0,0
6.567594528198242,0,0
6.569394111633301,0,0
6.571194171905518,0,0
6.572994232177734,0,0
6.574794769287109,0,0
6.576595783233643,0,0
6.578396797180176,0,0
6.580197811126709,0,0
6.5819993019104,0,0
6.583800792694092,0,0
6.585602760314941,0,0
6.587405204772949,0,0
6.589207649230957,0,0
6.591010093688965,0,0
6.592813014984131,0,0
6.594616413116455,0,0
6.596419811248779,0,0
6.5982232093811035,0,0
6.600027084350586,0,0
6.601831436157227,0,0
6.603635787963867,0,0
6.605440616607666,0,0
6.607245445251465,0,0
6.609050750732422,0,0
6.610856056213379,0,0
6.612661838531494,0,0
6.614467620849609,0,0
6.616273403167725,0,0
6.618080139160156,0,0
6.619886875152588,0,0
6.6216936111450195,0,0
6.623500823974609,0,0
6.625308036804199,0,0
6.627115726470947,0,0
6.628923416137695,0,0
6.630731582641602,0,0
6.632539749145508,0,0
6.634348392486572,0,0
6.636157512664795,0,0
6.637966632843018,0,0
6.63977575302124,0,0
6.641585350036621,0,0
6.64339542388916,0,0
6.645205497741699,0,0
6.647015571594238,0,0
6.6488261222839355,0,0
6.650637149810791,0,0
6.6524481773376465,0,0
6.654259204864502,0,0
6.656071186065674,0,0
6.6578826904296875,0,0
6.659694671630859,0,0
6.6615071296691895,0,0
6.6633195877075195,0,0
6.665132522583008,0,0
6.666945457458496,0,0
6.668758869171143,0,0
6.670572280883789,0,0
6.672386169433594,0,0
6.674200057983398,0,0
6.676014423370361,0,0
6.677828788757324,0,0
6.679643630981445,0,0
6.681458950042725,0,0
6.683273792266846,0,0
6.685089588165283,0,0
6.686905384063721,0,0
6.688721179962158,0,0
6.690537452697754,0,0
6.692354202270508,0,0
6.6941704750061035,0,0
6.695987701416016,0,0
6.697804927825928,0,0
6.699622631072998,0,0
6.701440334320068,0,0
6.703258037567139,0,0
6.705076217651367,0,0
6.706894874572754,0,0
6.708713531494141,0,0
6.7105326652526855,0,0
6.7123517990112305,0,0
6.714170932769775,0,0
6.715991020202637,0,0
6.71781063079834,0,0
6.719630718231201,0,0
6.721451282501221,0,0
6.72327184677124,0,0
6.725092887878418,0,0
6.726913928985596,0,0
6.728735446929932,0,0
6.730557441711426,0,0
6.732378959655762,0,0
